promesa_id,customer_id,debt_id,monto_prometido,fecha_promesa
1438,649,699,3611.1,2025-02-20
1439,61,1869,4579.22,2025-08-01
1440,314,1461,3959.48,2025-05-17
1441,40,726,609.11,2025-10-11
1442,1002,843,4536.04,2025-04-23
1443,1397,1556,2155.67,2025-09-05
1444,409,4229,3763.17,2024-11-20
1445,38,2346,2145.32,2025-05-20
1446,687,3059,977.76,2025-10-05
1447,1487,2288,3129.18,2025-08-04
1448,1844,3154,4949.18,2025-08-21
1449,404,675,387.83,2025-08-06
1450,1582,709,4987.38,2025-04-14
1451,402,390,1502.24,2024-12-03
1452,936,772,3006.24,2025-08-28
1453,452,3845,872.96,2025-03-04
1454,997,4254,4311.1,2025-10-25
1455,1757,3782,4071.62,2025-09-17
1456,1544,1974,302.9,2025-11-12
1457,359,3406,3449.0,2025-05-23
1458,577,4370,1849.75,2025-01-27
1459,2000,3889,4107.28,2025-05-22
1460,4,2767,3996.76,2025-06-28
1461,721,1997,1092.54,2025-04-17
1462,874,3495,4343.93,2025-01-15
1463,1009,805,194.59,2025-04-11
1464,1390,2618,3841.58,2025-04-22
1465,41,49,205.96,2025-10-01
1466,1972,4004,2942.24,2025-03-08
1467,1104,1302,3739.7,2025-03-18
1468,58,424,2988.17,2025-06-10
1469,729,4063,4297.01,2024-12-27
1470,84,3496,3268.36,2025-01-04
1471,1747,4400,4978.18,2025-04-22
1472,719,3681,4044.0,2025-07-19
1473,274,282,1562.36,2025-07-31
1474,1985,1908,3804.01,2025-10-14
1475,1258,4396,2629.79,2025-01-04
1476,143,2727,829.71,2025-03-28
1477,338,1741,1090.61,2025-10-14
1478,425,1420,651.49,2025-06-02
1479,1948,1653,4004.88,2024-12-26
1480,1884,101,833.82,2025-05-09
1481,1673,927,1254.31,2024-12-05
1482,536,1935,2608.05,2025-10-09
1483,826,2923,3042.8,2025-05-02
1484,583,539,1550.64,2025-10-28
1485,910,3010,3029.36,2025-03-07
1486,1532,1785,2231.0,2025-02-21
1487,1907,3289,1606.94,2024-11-19
1488,1831,3691,455.92,2025-05-15
1489,1094,2321,2142.48,2025-01-06
1490,1674,382,4443.8,2025-06-04
1491,745,3534,3214.23,2025-01-17
1492,1171,4101,419.57,2025-08-10
1493,1628,1034,980.7,2025-07-25
1494,801,2935,3634.29,2025-02-28
1495,1885,3899,4147.31,2025-09-23
1496,752,485,2899.73,2025-03-31
1497,959,3701,756.55,2024-11-21
1498,773,1284,4345.2,2025-05-04
1499,1225,708,2483.31,2025-09-28
1500,1052,3805,1024.34,2025-08-25
1501,1031,2044,3680.95,2025-08-14
1502,755,2366,3894.91,2025-10-27
1503,1588,898,810.25,2025-06-19
1504,1127,4022,3330.92,2025-11-06
1505,1182,1574,371.83,2024-12-06
1506,526,4252,2617.94,2025-05-11
1507,813,1453,4903.64,2025-10-03
1508,1900,3606,857.88,2025-02-03
1509,509,1032,2579.55,2025-08-25
1510,1043,3125,3098.71,2024-12-11
1511,42,3971,2825.45,2025-10-03
1512,1508,4351,4460.04,2025-02-19
1513,1019,1427,3970.09,2025-02-23
1514,1893,527,950.06,2025-11-12
1515,1190,630,3228.33,2024-11-16
1516,1625,357,2714.52,2024-11-19
1517,5,1577,4401.4,2025-07-26
1518,1622,392,2091.91,2025-09-08
1519,845,3612,4900.09,2025-09-17
1520,701,3245,209.91,2024-12-13
1521,1426,559,4886.6,2025-08-18
1522,697,3616,870.58,2025-08-12
1523,1952,2676,162.31,2025-10-04
1524,981,2469,2194.93,2025-11-05
1525,1030,1504,2676.65,2025-11-11
1526,474,1263,1515.16,2025-01-25
1527,1785,1995,796.04,2025-04-01
1528,722,4317,2777.81,2025-04-11
1529,945,5,2099.2,2025-09-03
1530,1992,2319,3776.03,2025-01-13
1531,1794,247,1065.16,2025-03-22
1532,277,4020,3768.86,2025-03-07
1533,1754,3556,4036.6,2025-10-05
1534,1405,2383,3401.9,2024-12-23
1535,1757,1229,1233.86,2025-05-06
1536,708,1551,3607.71,2025-08-11
1537,1967,181,1540.11,2025-06-29
1538,1916,2956,3318.98,2025-01-09
1539,891,3030,3479.15,2025-08-06
1540,1439,13,795.78,2025-09-23
1541,561,2845,688.45,2025-01-06
1542,1794,1744,3650.0,2025-08-24
1543,279,207,4184.42,2025-07-23
1544,424,1634,608.96,2025-09-28
1545,888,2858,1795.91,2025-11-04
1546,1551,1219,4225.23,2024-12-17
1547,603,690,1055.95,2025-06-08
1548,1523,2147,758.63,2025-07-13
1549,610,4442,841.76,2025-01-26
1550,933,3161,4377.41,2025-03-16
1551,959,3368,2841.92,2025-09-06
1552,1286,3782,3394.66,2025-05-25
1553,1551,162,1806.58,2025-10-29
1554,1503,2258,3635.59,2025-03-01
1555,1495,3021,727.06,2025-09-24
1556,161,4474,3376.64,2025-10-20
1557,1637,2364,575.92,2024-12-13
1558,385,4226,2321.82,2025-08-12
1559,452,3386,1733.63,2025-03-11
1560,1131,833,4713.04,2025-01-24
1561,1490,454,4193.57,2025-10-20
1562,1270,4196,118.0,2025-09-06
1563,1400,3736,3246.96,2025-07-08
1564,1317,235,972.04,2025-04-16
1565,554,354,4727.56,2025-02-04
1566,602,3485,474.08,2025-04-07
1567,356,3447,2221.1,2025-07-14
1568,1120,3808,4402.63,2025-06-29
1569,17,1559,2003.73,2025-08-07
1570,402,2958,3612.2,2025-11-05
1571,1690,266,4608.34,2025-06-03
1572,497,2271,3890.75,2025-07-01
1573,1202,4287,4724.37,2025-10-19
1574,1540,578,4521.91,2024-12-26
1575,220,1075,397.88,2025-10-15
1576,616,1899,1833.28,2025-07-24
1577,1338,1529,3154.68,2025-09-05
1578,970,185,455.89,2025-08-02
1579,737,100,1285.82,2025-05-27
1580,554,3652,2813.52,2025-02-11
1581,611,2696,3164.2,2025-11-12
1582,174,2560,527.85,2024-12-18
1583,1992,655,2794.34,2025-05-28
1584,583,1270,3024.11,2025-03-23
1585,1631,4003,1048.74,2025-08-11
1586,645,1907,3402.84,2025-06-09
1587,1375,1104,1444.2,2025-11-04
1588,1272,847,2024.64,2025-04-23
1589,132,1662,3419.03,2025-05-14
1590,529,1167,4781.24,2024-12-31
1591,358,2006,232.24,2025-07-13
1592,13,1193,4536.7,2025-10-27
1593,265,305,1600.7,2025-10-29
1594,850,1080,332.14,2025-07-06
1595,682,2294,4138.01,2025-07-15
1596,222,4250,3898.51,2025-03-22
1597,1530,2521,1106.02,2025-02-25
1598,1987,2890,1500.18,2025-08-24
1599,869,3374,2196.22,2025-04-28
1600,1085,3671,3598.34,2025-03-05
1601,1266,2832,4463.88,2025-03-24
1602,575,2833,3763.73,2025-09-18
1603,1818,2110,4839.09,2025-02-27
1604,1454,676,3467.58,2024-12-26
1605,303,1591,4293.23,2025-04-02
1606,372,1073,837.58,2025-10-13
1607,1208,4445,4427.95,2024-12-16
1608,40,528,3769.37,2025-07-04
1609,1163,732,3813.26,2025-10-10
1610,746,2280,1530.47,2025-05-24
1611,373,4298,882.82,2025-04-08
1612,1470,4328,3348.45,2025-08-08
1613,1135,2946,1849.77,2025-06-14
1614,1520,3553,2829.44,2025-03-09
1615,1083,1415,1530.15,2025-02-03
1616,1387,2895,3558.56,2025-05-13
1617,1979,4265,900.6,2024-11-28
1618,1912,3536,2018.58,2025-02-12
1619,1522,631,1861.15,2025-10-11
1620,1405,2565,1161.25,2025-09-14
1621,1061,2501,390.24,2025-04-18
1622,225,2660,234.7,2025-02-13
1623,97,50,925.36,2025-09-12
1624,1952,2541,2202.46,2025-06-04
1625,455,3099,2951.98,2025-10-06
1626,13,26,2448.21,2025-11-08
1627,1893,4253,1872.21,2025-01-15
1628,1600,3510,2477.56,2025-07-02
1629,789,2227,3382.56,2024-12-31
1630,1643,776,3540.67,2025-07-21
1631,5,2116,1605.26,2025-08-25
1632,1144,698,1328.34,2025-03-24
1633,348,3871,4865.86,2025-04-15
1634,196,2049,4819.93,2025-01-17
1635,1400,939,4215.81,2025-01-28
1636,1538,1277,3934.22,2024-12-31
1637,1748,1557,1759.17,2025-07-08
1638,1957,4084,4380.47,2025-06-24
1639,19,1900,3453.47,2025-10-21
1640,928,4085,2046.18,2025-02-24
1641,183,3701,1935.81,2025-09-22
1642,52,900,1447.21,2025-10-11
1643,1619,2231,4190.12,2025-09-23
1644,1061,1195,1675.23,2025-07-11
1645,1919,1034,130.24,2025-08-01
1646,1786,4284,1442.08,2025-04-20
1647,1658,4384,1276.07,2025-07-17
1648,795,1426,3432.26,2025-04-10
1649,890,2896,3730.31,2025-11-10
1650,300,2817,154.54,2024-12-11
1651,1832,523,1853.88,2025-01-08
1652,621,4443,301.76,2025-11-09
1653,934,757,4041.6,2025-07-14
1654,419,2266,2805.43,2025-03-15
1655,1897,1728,4665.22,2024-12-08
1656,1436,398,1343.0,2025-07-12
1657,1421,2765,3386.3,2025-03-22
1658,1006,1906,1885.51,2025-02-09
1659,155,319,3615.99,2025-03-18
1660,1180,2794,2663.42,2025-09-14
1661,1076,4451,1567.47,2025-05-20
1662,1470,2445,1547.55,2025-04-17
1663,548,327,335.45,2025-09-30
1664,1428,1831,680.45,2025-04-07
1665,1243,2808,2367.29,2025-05-15
1666,1453,4470,2592.85,2025-07-11
1667,1338,1794,238.53,2025-02-20
1668,1727,54,509.19,2025-06-16
1669,1458,2520,928.24,2025-03-27
1670,1543,2814,4812.63,2024-12-13
1671,97,3282,2947.02,2025-07-21
1672,1723,375,2903.48,2025-01-06
1673,1863,879,1757.57,2025-04-15
1674,1210,2372,73.91,2025-01-02
1675,379,4021,2861.82,2024-12-22
1676,804,1683,3404.46,2025-04-26
1677,1569,3774,755.1,2025-10-09
1678,1503,1444,3421.18,2025-10-16
1679,1861,1559,3135.97,2025-10-12
1680,901,4295,423.17,2025-09-21
1681,586,1485,4941.32,2025-06-23
1682,441,1782,4840.28,2025-07-05
1683,1884,2984,2498.92,2025-09-24
1684,1171,3234,4460.61,2025-08-22
1685,228,3181,350.92,2025-07-10
1686,1784,971,2864.07,2025-01-04
1687,1392,2152,2793.93,2024-12-11
1688,384,1431,4704.07,2025-02-09
1689,1386,1630,318.73,2025-03-08
1690,1292,1995,938.31,2024-12-29
1691,1442,4156,527.33,2025-03-25
1692,1248,34,2718.88,2025-07-20
1693,1879,3651,115.37,2025-03-23
1694,1054,3266,4917.35,2025-09-08
1695,235,2861,522.62,2025-06-09
1696,1383,1584,3659.86,2024-12-08
1697,1808,458,4361.15,2024-12-02
1698,1375,3617,105.64,2025-09-23
1699,1488,1463,1481.44,2025-09-25
1700,1283,2962,2365.02,2025-10-03
1701,1353,2884,2716.19,2025-08-06
1702,422,1722,3560.77,2024-12-01
1703,1279,1165,2234.83,2025-02-09
1704,1436,1675,2752.39,2025-08-03
1705,8,1235,4016.39,2025-10-06
1706,506,3165,1346.73,2025-10-03
1707,1352,2925,527.58,2025-02-16
1708,1909,1291,3250.6,2025-02-07
1709,712,3151,608.17,2025-04-29
1710,1483,2052,2405.34,2025-10-01
1711,1406,2059,990.29,2025-05-23
1712,569,3845,1207.29,2025-01-05
1713,1570,4017,378.95,2025-02-18
1714,1550,3918,3247.89,2024-11-26
1715,1301,526,2513.16,2025-06-02
1716,1400,4000,1532.9,2025-06-23
1717,1115,2776,739.42,2025-07-05
1718,1346,2217,742.15,2025-03-17
1719,1963,4097,4865.75,2025-06-10
1720,1782,3778,1814.69,2025-06-28
1721,1924,1225,169.94,2025-06-03
1722,765,1680,4433.38,2025-06-20
1723,1651,1019,1630.62,2025-01-12
1724,1962,788,1692.64,2025-07-11
1725,188,45,4525.46,2025-01-20
1726,1522,129,450.9,2024-11-29
1727,1430,3364,1192.77,2025-11-08
1728,185,3361,1108.85,2025-02-18
1729,163,4239,3415.91,2025-07-26
1730,1638,4467,4312.96,2025-07-27
1731,1498,3461,1990.89,2025-05-22
1732,1050,4096,1416.25,2024-12-04
1733,1995,404,4954.67,2025-08-21
1734,900,2747,325.9,2025-01-18
1735,1385,2690,4813.32,2025-07-13
1736,841,2177,1446.83,2025-10-25
1737,1211,2313,4701.87,2025-04-04
1738,1309,3542,111.61,2025-05-09
1739,1997,931,1259.1,2025-08-21
1740,1606,1319,1342.98,2025-08-06
1741,28,1532,347.73,2025-05-27
1742,113,3954,2095.11,2025-03-10
1743,1015,3741,1085.47,2025-05-17
1744,650,3876,3377.04,2025-10-16
1745,1531,2860,2008.84,2025-01-14
1746,1895,960,2443.3,2025-02-14
1747,118,1554,4632.25,2025-10-21
1748,238,1832,990.45,2025-10-04
1749,776,1387,4811.92,2025-04-21
1750,557,3139,1648.67,2025-05-10
1751,572,4031,2814.88,2025-06-13
1752,1949,1451,3129.62,2025-11-11
1753,46,1425,4679.51,2025-01-17
1754,798,351,1201.46,2025-04-24
1755,1564,2704,3949.65,2025-06-01
1756,584,3601,4598.31,2025-09-07
1757,53,4297,1874.1,2025-11-05
1758,762,1424,610.77,2025-02-17
1759,1757,3093,3564.73,2024-12-24
1760,792,1703,181.35,2025-11-01
1761,122,2311,2829.61,2025-09-07
1762,1976,1427,3815.27,2025-02-06
1763,1531,3743,4278.74,2025-07-22
1764,1502,4063,3925.85,2025-01-11
1765,342,55,3267.91,2024-12-29
1766,253,4023,2998.26,2025-04-30
1767,1996,1017,785.55,2025-05-24
1768,1163,4465,2557.33,2025-03-20
1769,444,2858,3338.08,2025-04-28
1770,1690,155,3860.11,2025-01-27
1771,387,2871,1175.35,2025-07-19
1772,1636,623,4134.45,2025-02-23
1773,317,3577,3685.1,2025-01-07
1774,1568,217,4203.87,2025-06-08
1775,806,91,2049.19,2025-01-31
1776,1916,1443,4032.23,2025-11-15
1777,1801,3511,421.05,2025-07-01
1778,959,205,3325.86,2025-09-15
1779,214,3218,4905.1,2025-01-06
1780,432,1986,4565.94,2025-04-03
1781,1679,787,350.96,2025-08-31
1782,899,1755,276.03,2025-06-18
1783,515,438,2810.62,2025-02-04
1784,1684,2217,3493.6,2025-04-02
1785,740,2009,1684.9,2024-12-02
1786,1461,682,2856.95,2025-11-15
1787,275,2186,3923.9,2025-02-02
1788,1772,723,4994.09,2024-12-15
1789,326,3802,1264.39,2025-05-29
1790,1720,139,3272.91,2025-11-06
1791,319,4195,3826.05,2025-05-27
1792,1176,1331,3504.14,2025-03-26
1793,1667,2815,2591.25,2025-09-05
1794,368,4442,1908.26,2025-09-16
1795,1329,4437,2659.49,2025-01-27
1796,1637,2358,4961.08,2025-03-22
1797,345,527,2759.95,2025-07-08
1798,1957,4184,1816.55,2024-12-06
1799,1688,2022,3678.7,2025-10-04
1800,758,3999,209.17,2025-05-31
1801,1614,1521,4881.84,2025-09-12
1802,432,1072,4735.62,2025-10-11
1803,82,409,3643.96,2025-07-03
1804,1223,3780,2541.61,2025-03-28
1805,928,1721,584.23,2025-08-19
1806,1893,991,4201.98,2025-09-24
1807,784,1472,1752.01,2025-06-05
1808,991,2971,3830.21,2025-01-27
1809,740,3775,232.27,2025-06-09
1810,1388,1598,2074.17,2025-01-31
1811,942,3548,2354.65,2025-05-24
1812,98,148,2967.59,2025-11-15
1813,1771,1815,1082.89,2025-07-03
1814,1445,2735,793.77,2025-02-06
1815,1738,4333,2004.15,2025-11-04
1816,253,513,3995.34,2025-09-07
1817,880,2966,196.16,2025-07-12
1818,1431,606,1529.37,2025-04-27
1819,1684,770,233.66,2025-07-25
1820,80,1721,3046.07,2024-12-08
1821,1396,2078,2789.12,2025-08-31
1822,2,97,4863.83,2025-01-13
1823,295,3860,2027.59,2024-11-24
1824,1405,3776,4317.14,2025-01-31
1825,1290,977,4589.81,2025-10-26
1826,1178,500,3302.98,2025-05-09
1827,1753,987,1920.19,2025-03-30
1828,624,4446,104.04,2025-04-27
1829,1530,4186,1570.02,2025-01-09
1830,1423,2690,4385.56,2025-09-01
1831,844,4296,2393.88,2025-05-09
1832,633,2881,4266.63,2024-12-23
1833,199,1038,2905.47,2025-10-07
1834,1008,3906,3307.29,2025-07-07
1835,324,2844,746.45,2025-10-19
1836,897,806,1535.24,2025-10-18
1837,1031,1845,2185.14,2025-06-26
1838,1046,45,2892.37,2025-07-09
1839,796,2095,3721.04,2024-12-06
1840,1865,4404,203.87,2025-01-29
1841,1518,2685,4982.42,2025-07-25
1842,1024,2672,2984.81,2024-12-24
1843,1041,3076,3398.68,2025-10-29
1844,1337,2159,3552.94,2025-07-13
1845,1373,2147,4355.39,2025-11-16
1846,1203,2433,1766.71,2025-07-06
1847,1073,4003,3359.15,2025-05-31
1848,1717,683,4448.08,2024-12-14
1849,49,3870,3348.24,2025-05-10
1850,1781,1051,4307.22,2025-03-03
1851,1252,4484,3537.11,2025-09-09
1852,1428,2530,764.8,2025-04-11
1853,552,1606,2931.34,2025-01-07
1854,1945,2698,3615.77,2025-10-21
1855,1436,1250,199.05,2025-03-20
1856,1790,3363,3138.26,2024-12-17
1857,1932,2257,3203.72,2025-08-04
1858,1527,1044,4137.85,2025-07-01
1859,185,267,1311.05,2025-08-19
1860,250,1637,2761.71,2025-04-09
1861,1290,2701,1209.88,2025-04-22
1862,1425,1813,2211.13,2025-11-14
1863,1632,231,1591.37,2025-10-10
1864,143,1161,2895.02,2025-08-24
1865,513,3998,1747.13,2025-06-01
1866,875,2040,504.75,2025-09-08
1867,1614,3853,4295.25,2024-12-18
1868,1190,51,1750.9,2025-06-23
1869,1634,798,2224.46,2025-08-24
1870,240,1838,2759.89,2025-01-31
1871,792,3455,3543.8,2025-10-16
1872,1363,1759,3961.72,2025-08-19
1873,708,2081,4724.61,2025-04-13
1874,275,596,1890.93,2024-12-14
1875,820,3808,4566.91,2025-08-07
1876,300,3381,4505.77,2025-06-30
1877,559,3244,3742.72,2025-05-23
1878,1591,2850,177.05,2024-11-29
1879,500,3093,4980.03,2025-08-12
1880,311,3,1763.0,2025-10-26
1881,1859,410,4194.84,2025-10-10
1882,702,766,230.98,2025-04-19
1883,1708,2630,3607.16,2024-12-30
1884,1050,1433,3934.63,2025-01-23
1885,549,835,1478.24,2025-03-14
1886,859,1854,1374.82,2025-10-02
1887,506,4079,3211.52,2025-06-14
1888,1452,1763,4685.42,2025-09-02
1889,1122,821,1580.96,2024-12-20
1890,1716,3502,68.02,2025-09-14
1891,315,1678,3557.95,2025-07-11
1892,1186,4334,267.39,2025-03-24
1893,1674,1465,2085.13,2025-01-04
1894,203,4115,4121.89,2025-03-17
1895,829,4279,2494.22,2025-08-23
1896,158,266,4139.18,2025-04-30
1897,1283,1895,804.81,2025-09-17
1898,747,803,4818.41,2024-12-24
1899,1570,2783,1229.31,2025-05-30
1900,1317,2012,3232.4,2025-06-07
1901,1366,1652,2951.32,2025-06-22
1902,1276,4310,1796.67,2025-07-29
1903,1026,3532,262.01,2025-02-10
1904,1664,4038,2216.88,2024-11-16
1905,1315,1174,654.79,2025-09-06
1906,255,2670,3877.98,2025-01-28
1907,1206,1794,1242.33,2025-07-31
1908,892,1870,4056.41,2025-01-20
1909,1234,528,1538.94,2025-09-29
1910,822,965,2252.3,2025-06-08
1911,1209,4416,4762.95,2024-12-01
1912,1740,1171,792.58,2025-08-15
1913,385,2453,3364.68,2025-06-28
1914,750,3118,523.94,2025-07-15
1915,1673,3325,1769.25,2025-04-23
1916,1155,2656,1148.24,2025-05-06
1917,1398,389,3946.68,2025-06-14
1918,237,2584,2680.17,2025-09-22
1919,1672,1250,2572.55,2025-01-13
1920,190,2796,667.34,2024-12-22
1921,1139,856,711.32,2024-12-26
1922,1891,3690,962.82,2024-11-25
1923,113,525,363.57,2025-02-12
1924,1242,1511,2698.58,2024-12-19
1925,1568,2789,4101.79,2025-08-07
1926,172,739,4061.81,2025-04-28
1927,1242,413,2532.06,2025-06-29
1928,119,3165,4228.31,2025-06-15
1929,623,326,1759.86,2025-08-07
1930,113,3554,4804.57,2025-01-13
1931,709,505,4357.31,2025-08-02
1932,1932,4348,4030.15,2025-06-27
1933,1783,1830,2890.05,2025-02-16
1934,1614,1680,3024.05,2025-05-29
1935,902,1869,2706.01,2025-07-12
1936,554,2150,1765.44,2025-11-14
1937,1716,1304,4750.89,2024-12-28
1938,904,4264,3602.91,2025-04-05
1939,931,1809,3581.72,2025-10-15
1940,643,343,847.09,2025-10-31
1941,1229,158,685.04,2025-10-19
1942,1121,2109,1490.94,2025-05-06
1943,1830,3205,2812.68,2025-02-20
1944,618,2805,1197.82,2025-11-08
1945,865,272,789.63,2025-08-08
1946,911,2389,2065.18,2025-03-20
1947,628,2044,3802.37,2025-08-01
1948,438,4389,4938.06,2025-06-17
1949,1545,607,843.89,2025-04-26
1950,1565,779,1558.55,2025-05-29
1951,825,3762,577.06,2025-03-20
1952,963,2690,2470.4,2025-05-24
1953,292,1278,4137.32,2025-08-04
1954,629,1123,1069.09,2025-03-25
1955,808,2570,3292.85,2025-08-04
1956,178,2933,1717.47,2025-06-09
1957,1967,3675,4429.84,2025-07-10
1958,1890,460,467.47,2025-09-14
1959,627,3728,749.56,2025-10-03
1960,1372,4243,132.7,2025-08-08
1961,57,2677,2879.76,2025-04-30
1962,1412,3555,2866.63,2025-03-27
1963,1462,4134,51.84,2025-05-23
1964,920,411,4006.62,2024-11-16
1965,210,400,1407.38,2025-10-30
1966,399,1105,3465.74,2025-08-23
1967,11,3701,2524.47,2025-04-17
1968,1612,1071,911.87,2025-10-16
1969,142,1300,1357.3,2025-07-27
1970,1470,1938,4653.44,2025-11-05
1971,429,3846,2626.51,2025-03-14
1972,1398,2804,1256.05,2025-05-14
1973,1038,4232,3253.35,2024-12-28
1974,320,34,3246.13,2025-03-21
1975,887,1913,745.08,2025-02-03
1976,946,3793,2899.6,2025-03-30
1977,600,1036,3420.3,2025-10-14
1978,1721,1,3826.44,2025-05-14
1979,1730,3414,3195.49,2025-09-28
1980,970,1435,2643.69,2025-10-20
1981,1046,1136,2523.49,2025-10-18
1982,1587,94,988.21,2025-03-09
1983,573,2422,1009.49,2025-01-12
1984,1708,2566,4554.81,2025-10-09
1985,1308,3901,4702.69,2025-08-14
1986,1850,3766,4080.58,2025-05-01
1987,1899,962,1036.91,2025-09-24
1988,1538,3698,4127.98,2025-05-23
1989,575,96,2462.33,2025-09-11
1990,1212,631,1258.72,2025-06-24
1991,1123,2271,226.8,2025-07-22
1992,842,1081,4863.38,2025-02-11
1993,1875,2177,1573.46,2025-06-03
1994,1887,1388,3848.1,2025-05-05
1995,1536,4452,4900.14,2025-08-16
1996,1066,2155,1230.03,2025-01-18
1997,732,4028,2357.85,2025-02-23
1998,91,1276,3156.05,2025-06-11
1999,1516,498,1695.04,2025-08-06
2000,401,815,2938.77,2025-01-13
2001,1607,3734,697.8,2025-06-27
2002,465,809,4849.99,2025-05-11
2003,1778,2410,3938.77,2024-11-26
2004,603,1849,3869.85,2025-01-29
2005,628,2651,4036.83,2024-12-30
2006,953,3530,3762.11,2025-06-25
2007,105,2468,2441.23,2025-08-22
2008,1603,3474,1690.92,2025-09-22
2009,680,713,1417.91,2025-09-01
2010,645,3129,2106.42,2025-10-14
2011,38,3166,2811.53,2025-07-06
2012,1415,1502,390.16,2025-05-22
2013,1691,1509,2155.82,2025-08-26
2014,1667,635,3044.17,2025-07-31
2015,920,2290,2800.39,2024-11-27
2016,773,1777,318.29,2025-04-16
2017,1409,546,815.34,2025-07-14
2018,541,613,4785.97,2025-09-13
2019,32,1816,4737.69,2025-08-16
2020,441,2865,2177.46,2025-02-25
2021,921,3219,1836.15,2025-04-26
2022,1998,2978,1844.86,2025-01-03
2023,392,1200,3500.32,2025-09-01
2024,1074,3595,2809.24,2025-04-05
2025,574,2810,778.08,2025-07-24
2026,1881,3761,2832.82,2024-11-25
2027,1106,939,3439.59,2024-11-23
2028,1483,4146,1827.02,2025-06-29
2029,1085,465,2890.6,2025-01-22
2030,450,2686,1336.42,2025-02-01
2031,1687,4032,3627.58,2024-11-20
2032,197,1366,1499.61,2025-05-27
2033,1755,2031,952.01,2025-02-11
2034,261,3848,3390.49,2025-09-17
2035,1827,4063,3702.7,2025-09-04
2036,1867,3393,3317.07,2025-07-01
2037,391,3569,4599.96,2025-11-15
2038,221,3992,1374.48,2025-04-15
2039,374,2581,1940.7,2025-05-27
2040,35,3327,3438.37,2025-05-27
2041,1149,1835,3981.46,2025-08-15
2042,487,1539,1953.18,2025-04-20
2043,1911,3380,983.4,2025-10-23
2044,1475,2281,3496.48,2025-07-26
2045,48,763,4479.85,2025-03-03
2046,828,154,3163.61,2024-11-23
2047,748,1423,1458.0,2025-06-18
2048,535,313,253.46,2025-07-16
2049,496,2078,1369.58,2024-11-27
2050,1010,3569,1234.69,2025-04-26
2051,1135,4280,3398.86,2025-06-13
2052,576,788,1207.4,2025-08-28
2053,803,2415,1666.24,2025-10-01
2054,1104,1914,1866.19,2025-05-13
2055,70,4367,3012.07,2025-09-12
2056,1263,1579,4131.5,2025-07-02
2057,336,3212,3287.5,2025-06-22
2058,1877,3976,779.48,2024-11-21
2059,1052,4045,2291.39,2025-09-14
2060,1835,2992,761.21,2025-08-11
2061,744,362,4050.58,2025-03-24
2062,632,224,2874.29,2025-10-29
2063,1309,861,4184.9,2025-06-30
2064,347,3432,900.82,2025-08-02
2065,934,2356,3111.35,2025-06-13
2066,380,986,3313.98,2025-03-24
2067,75,1368,475.05,2025-05-05
2068,981,2207,3756.33,2024-12-27
2069,278,3974,2578.15,2025-03-19
2070,801,2435,648.19,2024-12-22
2071,761,1437,2112.21,2025-08-26
2072,1846,600,644.59,2025-08-24
2073,1823,30,2564.61,2025-05-26
2074,259,415,1649.31,2024-12-14
2075,1039,3580,3342.85,2025-11-12
2076,257,1677,1699.65,2025-01-08
2077,553,2608,2025.97,2025-05-03
2078,1381,154,1812.93,2024-12-23
2079,1140,1534,766.69,2025-05-28
2080,1257,4042,721.56,2025-03-27
2081,1551,1953,4551.32,2025-06-23
2082,1676,163,2409.97,2025-06-07
2083,1483,300,364.32,2025-02-26
2084,1452,3065,3603.01,2025-03-28
2085,771,1454,2770.33,2025-08-04
2086,1977,2338,4100.01,2025-03-15
2087,396,2009,4125.97,2025-01-23
2088,1519,3498,506.87,2025-01-23
2089,1312,133,4036.74,2025-06-18
2090,70,772,3500.84,2025-02-21
2091,250,3826,1497.42,2024-12-14
2092,1027,80,744.16,2025-06-07
2093,1388,716,2375.93,2025-08-18
2094,993,4437,1212.09,2025-03-04
2095,1556,1118,519.69,2025-11-16
2096,1268,1186,3815.27,2025-11-12
2097,632,1075,536.85,2025-04-13
2098,290,2662,969.6,2025-03-17
2099,1981,3382,2574.5,2025-05-23
2100,259,3255,76.25,2025-04-12
2101,63,1990,2914.74,2025-07-01
2102,898,3495,1265.66,2025-03-09
2103,1569,942,3828.67,2025-03-19
2104,1220,4354,2964.47,2025-03-27
2105,1519,1025,3049.89,2025-09-05
2106,383,3021,3327.34,2024-12-25
2107,1524,3583,1789.03,2025-01-25
2108,323,2759,740.73,2025-07-01
2109,1028,4156,3287.68,2024-12-22
2110,156,1412,4121.72,2025-01-24
2111,1121,2156,4494.03,2025-07-06
2112,1667,30,2548.15,2025-09-13
2113,327,2662,4002.05,2025-02-16
2114,1622,2259,2445.72,2025-08-26
2115,1656,2668,941.12,2025-07-19
2116,539,3752,1345.59,2025-07-14
2117,1729,3100,1778.84,2025-09-28
2118,1758,3600,3574.58,2025-09-04
2119,636,1448,1297.93,2025-01-23
2120,1812,1444,3468.77,2025-07-21
2121,340,600,3790.64,2025-11-14
2122,1096,313,1089.61,2025-05-19
2123,622,913,1437.75,2025-02-20
2124,1789,2580,575.39,2025-02-26
2125,1705,201,1208.32,2025-06-17
2126,1007,4264,100.74,2025-04-10
2127,224,3694,4493.5,2024-11-27
2128,252,418,1599.89,2025-10-23
2129,1909,3765,900.65,2025-03-28
2130,530,2425,1295.98,2025-11-02
2131,1243,469,3509.81,2025-10-17
2132,1208,1386,4407.76,2025-03-05
